gid;artist_name;tag_label
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;oldies
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;country
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;if you talk in your sleep
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;classic pop and rock
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;party
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;rock
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;love
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;singer
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;flaming
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;blues
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;rockabilly
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;pop
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;rock and roll
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;american
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;gospel
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;pop rock
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;rock & roll
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;blue-eyed soul
00026cde-34ef-369a-8ab2-defcefde2ba4;Elvis Presley;pop/rock
0007f8d9-879f-3591-a8c8-7c2610500921;U2;post-punk
0007f8d9-879f-3591-a8c8-7c2610500921;U2;band
0007f8d9-879f-3591-a8c8-7c2610500921;U2;ireland
0007f8d9-879f-3591-a8c8-7c2610500921;U2;1980
0007f8d9-879f-3591-a8c8-7c2610500921;U2;alternative dance
0007f8d9-879f-3591-a8c8-7c2610500921;U2;clean up
0007f8d9-879f-3591-a8c8-7c2610500921;U2;rock
0007f8d9-879f-3591-a8c8-7c2610500921;U2;irish
0007f8d9-879f-3591-a8c8-7c2610500921;U2;pop rock
0007f8d9-879f-3591-a8c8-7c2610500921;U2;pop/rock
0007f8d9-879f-3591-a8c8-7c2610500921;U2;alternative rock
0007f8d9-879f-3591-a8c8-7c2610500921;U2;irlandais
0007f8d9-879f-3591-a8c8-7c2610500921;U2;electronic
0007f8d9-879f-3591-a8c8-7c2610500921;U2;irlande
0007f8d9-879f-3591-a8c8-7c2610500921;U2;classic pop and rock
0007f8d9-879f-3591-a8c8-7c2610500921;U2;éire
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;christmas music
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;oldies
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;country
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;if you talk in your sleep
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;classic pop and rock
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;party
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;rock
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;love
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;singer
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;flaming
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;blues
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;rockabilly
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;pop
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;rock and roll
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;american
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;gospel
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;pop rock
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;rock & roll
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;blue-eyed soul
00091297-0fdf-3472-ad37-5dd4aac71aec;Elvis Presley;pop/rock
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;post-punk
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;band
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;ireland
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;1980
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;alternative dance
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;clean up
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;rock
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;irish
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;pop rock
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;pop/rock
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;alternative rock
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;irlandais
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;electronic
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;irlande
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;classic pop and rock
000a15ee-fc5f-350d-b55b-91b18c07d91f;U2;éire
000acb0d-8618-34e6-add5-71f79b404521;U2;post-punk
000acb0d-8618-34e6-add5-71f79b404521;U2;band
000acb0d-8618-34e6-add5-71f79b404521;U2;ireland
000acb0d-8618-34e6-add5-71f79b404521;U2;1980
000acb0d-8618-34e6-add5-71f79b404521;U2;alternative dance
000acb0d-8618-34e6-add5-71f79b404521;U2;clean up
000acb0d-8618-34e6-add5-71f79b404521;U2;rock
000acb0d-8618-34e6-add5-71f79b404521;U2;irish
000acb0d-8618-34e6-add5-71f79b404521;U2;pop rock
000acb0d-8618-34e6-add5-71f79b404521;U2;pop/rock
000acb0d-8618-34e6-add5-71f79b404521;U2;alternative rock
000acb0d-8618-34e6-add5-71f79b404521;U2;irlandais
000acb0d-8618-34e6-add5-71f79b404521;U2;electronic
000acb0d-8618-34e6-add5-71f79b404521;U2;irlande
000acb0d-8618-34e6-add5-71f79b404521;U2;classic pop and rock
000acb0d-8618-34e6-add5-71f79b404521;U2;éire
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;christmas music
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;oldies
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;country
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;if you talk in your sleep
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;classic pop and rock
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;party
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;rock
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;love
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;singer
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;flaming
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;blues
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;rockabilly
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;pop
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;rock and roll
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;american
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;gospel
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;pop rock
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;rock & roll
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;blue-eyed soul
000d210a-f79f-4918-bf43-8631ad7cc544;Elvis Presley;pop/rock
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;1970s
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;blues
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;icon
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;folk
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;singer/songwriter
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;rare
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;folk rock
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;rock
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;siple twist of fate
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;2000s
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;1990s
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;classic pop and rock
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;contemporary folk
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;country rock
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;pop/rock
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;american
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;pledging my time
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;pop rock
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;1980s
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;country
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;1 13 165900 150 7672 22647 34612 48720 59280 74602 87545 95495 107182 131087 141522 153710
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;blues rock
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;teater konsert
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;dylan bootleg series
000ea2a7-3d66-3d59-a012-1a2cd4e39e8e;Bob Dylan;1960s
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;1970s
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;blues
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;icon
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;folk
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;singer/songwriter
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;rare
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;folk rock
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;rock
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;siple twist of fate
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;2000s
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;1990s
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;classic pop and rock
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;contemporary folk
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;country rock
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;pop/rock
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;american
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;pledging my time
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;pop rock
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;1980s
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;country
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;1 13 165900 150 7672 22647 34612 48720 59280 74602 87545 95495 107182 131087 141522 153710
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;blues rock
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;teater konsert
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;dylan bootleg series
00113d2e-cd8d-3ae5-844d-65854e50c304;Bob Dylan;1960s
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;pop
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;american
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;jazz
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;swing
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;sm
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;traditional pop
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;vocal jazz
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;death by heart attack
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;classic pop and rock
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;gospel
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;aa0003000
0014b051-116e-340a-89ac-79495375248c;Louis Armstrong;dixieland
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;christmas music
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;oldies
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;country
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;if you talk in your sleep
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;classic pop and rock
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;party
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;rock
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;love
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;singer
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;flaming
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;blues
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;rockabilly
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;pop
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;rock and roll
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;american
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;gospel
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;pop rock
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;rock & roll
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;blue-eyed soul
00155555-75ce-38e5-862d-9f65f6313403;Elvis Presley;pop/rock
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;christmas music
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;oldies
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;country
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;if you talk in your sleep
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;classic pop and rock
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;party
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;rock
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;love
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;singer
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;flaming
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;blues
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;rockabilly
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;pop
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;rock and roll
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;american
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;gospel
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;pop rock
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;rock & roll
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;blue-eyed soul
00158c5e-76ce-308d-9c0c-6b6c6c163ad1;Elvis Presley;pop/rock
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;christmas music
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;oldies
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;country
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;if you talk in your sleep
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;classic pop and rock
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;party
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;rock
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;love
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;singer
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;flaming
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;blues
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;rockabilly
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;pop
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;rock and roll
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;american
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;gospel
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;pop rock
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;rock & roll
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;blue-eyed soul
0016f85c-a7f2-3e71-8120-eade222532d9;Elvis Presley;pop/rock
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;post-punk
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;band
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;ireland
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;1980
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;alternative dance
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;clean up
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;rock
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;irish
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;pop rock
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;pop/rock
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;alternative rock
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;irlandais
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;electronic
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;irlande
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;classic pop and rock
00173c33-7cf1-3a19-a58f-fb7679be0bbe;U2;éire
001bdd9d-20f4-3a1b-8c08-d38df9ded2f2;Grace Jones;classic pop and rock
001bdd9d-20f4-3a1b-8c08-d38df9ded2f2;Grace Jones;strange
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;pop
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;american
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;jazz
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;swing
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;sm
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;traditional pop
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;vocal jazz
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;death by heart attack
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;classic pop and rock
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;gospel
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;aa0003000
001d9115-885d-3dfa-82e7-9fbb8a863e35;Louis Armstrong;dixieland
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;christmas music
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;oldies
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;country
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;if you talk in your sleep
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;classic pop and rock
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;party
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;rock
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;love
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;singer
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;flaming
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;blues
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;rockabilly
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;pop
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;rock and roll
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;american
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;gospel
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;pop rock
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;rock & roll
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;blue-eyed soul
001e23dd-2142-3b8c-9399-e87e27421096;Elvis Presley;pop/rock
001ed00b-0dfa-3396-a749-e26156270386;U2;post-punk
001ed00b-0dfa-3396-a749-e26156270386;U2;band
001ed00b-0dfa-3396-a749-e26156270386;U2;ireland
001ed00b-0dfa-3396-a749-e26156270386;U2;1980
001ed00b-0dfa-3396-a749-e26156270386;U2;alternative dance
001ed00b-0dfa-3396-a749-e26156270386;U2;clean up
001ed00b-0dfa-3396-a749-e26156270386;U2;rock
001ed00b-0dfa-3396-a749-e26156270386;U2;irish
001ed00b-0dfa-3396-a749-e26156270386;U2;pop rock
001ed00b-0dfa-3396-a749-e26156270386;U2;pop/rock
001ed00b-0dfa-3396-a749-e26156270386;U2;alternative rock
001ed00b-0dfa-3396-a749-e26156270386;U2;irlandais
001ed00b-0dfa-3396-a749-e26156270386;U2;electronic
001ed00b-0dfa-3396-a749-e26156270386;U2;irlande
001ed00b-0dfa-3396-a749-e26156270386;U2;classic pop and rock
001ed00b-0dfa-3396-a749-e26156270386;U2;éire
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;1970s
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;blues
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;icon
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;folk
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;singer/songwriter
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;rare
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;folk rock
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;rock
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;siple twist of fate
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;2000s
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;1990s
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;classic pop and rock
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;contemporary folk
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;country rock
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;pop/rock
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;american
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;pledging my time
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;pop rock
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;1980s
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;country
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;1 13 165900 150 7672 22647 34612 48720 59280 74602 87545 95495 107182 131087 141522 153710
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;blues rock
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;teater konsert
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;dylan bootleg series
001f5b27-5f61-397f-94e2-389d5f6aeb08;Bob Dylan;1960s
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;post-punk
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;band
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;ireland
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;1980
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;alternative dance
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;clean up
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;rock
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;irish
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;pop rock
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;pop/rock
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;alternative rock
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;irlandais
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;electronic
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;irlande
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;classic pop and rock
001f887e-fc00-3c1b-829c-741439ebc4f1;U2;éire
001fa1cd-34f7-3f00-819a-8ca4c2dc0b31;Elvis Presley;christmas music
001fa1cd-34f7-3f00-819a-8ca4c2dc0b31;Elvis Presley;oldies
001fa1cd-34f7-3f00-819a-8ca4c2dc0b31;Elvis Presley;country
001fa1cd-34f7-3f00-819a-8ca4c2dc0b31;Elvis Presley;if you talk in your sleep
001fa1cd-34f7-3f00-819a-8ca4c2dc0b31;Elvis Presley;classic pop and rock
001fa1cd-34f7-3f00-819a-8ca4c2dc0b31;Elvis Presley;party
001fa1cd-34f7-3f00-819a-8ca4c2dc0b31;Elvis Presley;rock
