gid;tag_label
00d19503-fc89-348c-9f44-5540a4567568;dance
0080d89b-b498-3364-b0e7-08a281b5e416;pop
038625d2-4660-3c52-ac9f-f462d61a97a8;rockabilly
02380347-48f8-3ab4-9105-73ac5a63c711;techno
04b60095-56a4-324d-9430-67658d8db874;rock
06cb7842-fb66-4639-b73f-f7868a85207e;folk
06cb7842-fb66-4639-b73f-f7868a85207e;contemporary pop/rock
06cb7842-fb66-4639-b73f-f7868a85207e;singer/songwriter
06cb7842-fb66-4639-b73f-f7868a85207e;am pop
06cb7842-fb66-4639-b73f-f7868a85207e;folk-rock
06cb7842-fb66-4639-b73f-f7868a85207e;pop/rock
06cb7842-fb66-4639-b73f-f7868a85207e;soft rock
1c747538-a34c-3039-b820-217d79d1e775;pop/rock
1c747538-a34c-3039-b820-217d79d1e775;contemporary pop/rock
1c747538-a34c-3039-b820-217d79d1e775;rock
1c747538-a34c-3039-b820-217d79d1e775;soft rock
1c747538-a34c-3039-b820-217d79d1e775;pop
1c747538-a34c-3039-b820-217d79d1e775;adult contemporary
35043dc3-3615-37b5-957f-695f81bcac11;singer/songwriter - indie
0002b046-eaf4-3be6-b59e-f5f648a8c175;clasic rock
0002b046-eaf4-3be6-b59e-f5f648a8c175;folk
0002b046-eaf4-3be6-b59e-f5f648a8c175;soundtrack
0002b046-eaf4-3be6-b59e-f5f648a8c175;contemporary pop/rock
0002b046-eaf4-3be6-b59e-f5f648a8c175;singer/songwriter
0002b046-eaf4-3be6-b59e-f5f648a8c175;am pop
0002b046-eaf4-3be6-b59e-f5f648a8c175;soft rock
0002b046-eaf4-3be6-b59e-f5f648a8c175;pop/rock
0002b046-eaf4-3be6-b59e-f5f648a8c175;folk-rock
0002b046-eaf4-3be6-b59e-f5f648a8c175;folk rock
0002b046-eaf4-3be6-b59e-f5f648a8c175;rock
46e01aab-5b42-48b7-be22-3fd6a28b5a73;jpop
0fa6fa52-6a6c-368c-a712-906bb8d7963a;electronica dubstep
682b584b-4a19-3225-bce7-e124df83522f;jazz hop
682b584b-4a19-3225-bce7-e124df83522f;thug rap
06cb7842-fb66-4639-b73f-f7868a85207e;contemporary folk
00d19503-fc89-348c-9f44-5540a4567568;acid house
04b60095-56a4-324d-9430-67658d8db874;aor classic rock
3077ca84-6945-32dd-bd42-aa79666d47ea;pop
092c099c-87da-31ec-b858-5bb0ee48f052;pop
2ae46a22-e379-387b-bbec-a471ad7219f4;christmas
14c96ba6-9c60-3126-ba23-f2169bb6f43c;rock
05b8d256-450b-3298-9bc5-ecc47a2996f1;pop/rock
05b8d256-450b-3298-9bc5-ecc47a2996f1;pop
46918b38-085c-346e-b59b-6d4033ae6bd6;thrash
05ad839e-4e57-3033-81dc-b896432e0c16;country
05ad839e-4e57-3033-81dc-b896432e0c16;country boogie
05ad839e-4e57-3033-81dc-b896432e0c16;traditional country
12cf7fa5-1ace-3ac3-bafc-ff3563912da4;pop/rock
12cf7fa5-1ace-3ac3-bafc-ff3563912da4;contemporary pop/rock
12cf7fa5-1ace-3ac3-bafc-ff3563912da4;adult alternative pop/rock
12cf7fa5-1ace-3ac3-bafc-ff3563912da4;alternative/indie rock
46918b38-085c-346e-b59b-6d4033ae6bd6;pop/rock
46918b38-085c-346e-b59b-6d4033ae6bd6;heavy metal
0306ec7a-ecc3-3493-9573-423303c8cd40;sound clip
0306ec7a-ecc3-3493-9573-423303c8cd40;rock
14c96ba6-9c60-3126-ba23-f2169bb6f43c;alternative pop/rock
1e5ffd3f-f14a-30ed-99b2-e602d5b9f611;country
1e5ffd3f-f14a-30ed-99b2-e602d5b9f611;contemporary country
1e5ffd3f-f14a-30ed-99b2-e602d5b9f611;new traditionalist
1e5ffd3f-f14a-30ed-99b2-e602d5b9f611;christmas
1e5ffd3f-f14a-30ed-99b2-e602d5b9f611;holidays
14c96ba6-9c60-3126-ba23-f2169bb6f43c;pop/rock
14c96ba6-9c60-3126-ba23-f2169bb6f43c;british folk
14c96ba6-9c60-3126-ba23-f2169bb6f43c;indie folk
14c96ba6-9c60-3126-ba23-f2169bb6f43c;alternative/indie rock
0306ec7a-ecc3-3493-9573-423303c8cd40;progressive rock
104dd90a-43a6-3073-ab45-ce1c9d32fea5;pop/rock
104dd90a-43a6-3073-ab45-ce1c9d32fea5;synth pop
104dd90a-43a6-3073-ab45-ce1c9d32fea5;punk/new wave
104dd90a-43a6-3073-ab45-ce1c9d32fea5;new wave
0298a73e-5061-304b-8e76-d8f465bdc0c3;rock; pop punk; emo
07520ee4-aa45-3e95-9ce9-23a7ed9c01b5;christian rock
2361ea2b-ad28-3118-8070-f9e7ab38b3d7;synthpop_electronic_synthpop_electronic
05b8d256-450b-3298-9bc5-ecc47a2996f1;pop idol
05ad839e-4e57-3033-81dc-b896432e0c16;cowboy
46918b38-085c-346e-b59b-6d4033ae6bd6;speed/thrash metal
0306ec7a-ecc3-3493-9573-423303c8cd40;progart
2361ea2b-ad28-3118-8070-f9e7ab38b3d7;synthpop
12cf7fa5-1ace-3ac3-bafc-ff3563912da4;soul / pop / rock
12cf7fa5-1ace-3ac3-bafc-ff3563912da4;american trad rock
12cf7fa5-1ace-3ac3-bafc-ff3563912da4;contemporary singer/songwriter
14c96ba6-9c60-3126-ba23-f2169bb6f43c;indie pop
46918b38-085c-346e-b59b-6d4033ae6bd6;00s
104dd90a-43a6-3073-ab45-ce1c9d32fea5;new romantic
0be20a1a-b2fc-34d8-948a-f8aa472e0f33;mainstream rock
14c96ba6-9c60-3126-ba23-f2169bb6f43c;bluegrass
c7b866df-84f0-3a05-84af-e79ce7ee8904;funta7 arrange
456e474a-c799-4a1c-a1cf-b612fffeb9b3;funta7 arrange
1e5ffd3f-f14a-30ed-99b2-e602d5b9f611;holiday
1e5ffd3f-f14a-30ed-99b2-e602d5b9f611;neo-traditionalist country
206d08e9-9da6-309a-9d09-f23b678fd3d6;country
0195657f-340f-4b75-996c-8d4fdfe00bb5;rock
25bbc572-163e-3d9a-b396-ec909531b163;alternative and punk
033bc9a9-554a-4123-b8cb-17767fd10af9;soundtrack
0109b4ac-6ee8-3434-a9f3-2030307000ba;dance club
603743a5-27d7-4e3d-9f8a-c8d43a347848;electronic
07a4844f-1e62-3952-9222-3c6d3f437ad7;pop/rock
07a4844f-1e62-3952-9222-3c6d3f437ad7;heavy metal
07a4844f-1e62-3952-9222-3c6d3f437ad7;prog-rock
07a4844f-1e62-3952-9222-3c6d3f437ad7;hard rock
07a4844f-1e62-3952-9222-3c6d3f437ad7;album rock
057b0617-e06f-3903-acf4-3fcc5c5218eb;alternative metal
057b0617-e06f-3903-acf4-3fcc5c5218eb;heavy metal
057b0617-e06f-3903-acf4-3fcc5c5218eb;alternative pop/rock
057b0617-e06f-3903-acf4-3fcc5c5218eb;alternative rock
057b0617-e06f-3903-acf4-3fcc5c5218eb;alternative/indie rock
057b0617-e06f-3903-acf4-3fcc5c5218eb;rock
057b0617-e06f-3903-acf4-3fcc5c5218eb;post-grunge
057b0617-e06f-3903-acf4-3fcc5c5218eb;pop/rock
033bc9a9-554a-4123-b8cb-17767fd10af9;sountrack
46501f2f-f6c3-36b1-98a4-08b5a875e03b;doo wop
07a4844f-1e62-3952-9222-3c6d3f437ad7;british metal
057b0617-e06f-3903-acf4-3fcc5c5218eb;southern rock
0109b4ac-6ee8-3434-a9f3-2030307000ba;club
00d35793-4f8d-3020-97b7-5ec735605b6b;alternative rock
a0e8ab8c-e0b0-386d-b75d-52463593d2df;electronic
0020816d-3cb3-3b5f-97a4-c5b48d5c5c8e;rock
00d35793-4f8d-3020-97b7-5ec735605b6b;indie rock
01f71ed7-c99c-3b16-a09b-44a846edbdea;rock
a0e8ab8c-e0b0-386d-b75d-52463593d2df;ambient
01789893-7238-330b-aec5-04a97deea13f;alternative and punk
01f71ed7-c99c-3b16-a09b-44a846edbdea;alternative and punk
01f71ed7-c99c-3b16-a09b-44a846edbdea;experimental rock
035932fe-b2d2-3573-9fda-0de5745afbce;pop/rock
035932fe-b2d2-3573-9fda-0de5745afbce;pop
01789893-7238-330b-aec5-04a97deea13f;post-grunge
01789893-7238-330b-aec5-04a97deea13f;hard rock
01789893-7238-330b-aec5-04a97deea13f;heavy metal
01789893-7238-330b-aec5-04a97deea13f;alternative metal
0020816d-3cb3-3b5f-97a4-c5b48d5c5c8e;pop/rock
0020816d-3cb3-3b5f-97a4-c5b48d5c5c8e;rock & roll
01f71ed7-c99c-3b16-a09b-44a846edbdea;alternative rock
0089d89f-eb8d-32e7-b823-8b112b7adfe2;rock & roll
0089d89f-eb8d-32e7-b823-8b112b7adfe2;british invasion
0089d89f-eb8d-32e7-b823-8b112b7adfe2;rock
0089d89f-eb8d-32e7-b823-8b112b7adfe2;pop/rock
050f4c8d-6d4e-3a8c-8d42-45a684a5da18;heavy metal
050f4c8d-6d4e-3a8c-8d42-45a684a5da18;metal
050f4c8d-6d4e-3a8c-8d42-45a684a5da18;pop/rock
050f4c8d-6d4e-3a8c-8d42-45a684a5da18;alternative metal
01789893-7238-330b-aec5-04a97deea13f;pop/rock
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;podcast
01f71ed7-c99c-3b16-a09b-44a846edbdea;pop/rock
01f71ed7-c99c-3b16-a09b-44a846edbdea;alternative pop/rock
01f71ed7-c99c-3b16-a09b-44a846edbdea;alternative/indie rock
0089d89f-eb8d-32e7-b823-8b112b7adfe2;blues
0089d89f-eb8d-32e7-b823-8b112b7adfe2;blues-rock
0efd1d1f-5a97-3ef6-9f4d-bc90626f8f34;newgrass
029c33de-a0e9-4471-95af-5d03fc1acef1;pop/rock
029c33de-a0e9-4471-95af-5d03fc1acef1;contemporary pop/rock
029c33de-a0e9-4471-95af-5d03fc1acef1;album rock
4090e232-6e4d-4749-b1a3-f293f80c0d72;rock
12931bad-bdba-4eb7-9e27-c2694d6cf945;dance
0006d295-edfa-3765-839a-1d9e2304d35f;hip-hop
0006d295-edfa-3765-839a-1d9e2304d35f;pop
01789893-7238-330b-aec5-04a97deea13f;alternative rock
01789893-7238-330b-aec5-04a97deea13f;pop rock
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;indietronica
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;dance
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;pop
0a14978a-3685-31eb-b3ac-8721555af058;new wave
190035bc-57eb-3c2d-a936-20ca23da5cc7;blues
190035bc-57eb-3c2d-a936-20ca23da5cc7;electric blues
035932fe-b2d2-3573-9fda-0de5745afbce;pop idol
0089d89f-eb8d-32e7-b823-8b112b7adfe2;british blues
050f4c8d-6d4e-3a8c-8d42-45a684a5da18;speed metal
050f4c8d-6d4e-3a8c-8d42-45a684a5da18;rock_heavy metal
050f4c8d-6d4e-3a8c-8d42-45a684a5da18;speed/thrash metal
01f71ed7-c99c-3b16-a09b-44a846edbdea;indie electronic
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;synth-pop
0006d295-edfa-3765-839a-1d9e2304d35f;euro house
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;art pop
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;electropop
01f71ed7-c99c-3b16-a09b-44a846edbdea;alt rock
0089d89f-eb8d-32e7-b823-8b112b7adfe2;regional blues
226f37e5-4a2a-3efd-9709-601b2e960a39;acid jazz
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;world
0bc4ac8b-b769-41bc-9501-ca6ef45f20b6;indie pop
0020816d-3cb3-3b5f-97a4-c5b48d5c5c8e;early pop/rock
0020816d-3cb3-3b5f-97a4-c5b48d5c5c8e;christmas music
107da722-b6a9-3553-a826-d6aba595d363;country
1275099c-aad6-371a-840f-140a97b26cf9;hip hop
35c4076d-8b3a-3a53-a4d1-528c52215ca1;alternative and punk
016e21ca-2b06-4240-adaf-2f5fd161648d;metal
00247524-d104-346d-a155-6b068425485f;hard rock
35c4076d-8b3a-3a53-a4d1-528c52215ca1;alternative rock
016e21ca-2b06-4240-adaf-2f5fd161648d;pop/rock
016e21ca-2b06-4240-adaf-2f5fd161648d;heavy metal
016e21ca-2b06-4240-adaf-2f5fd161648d;alternative/indie rock
35c4076d-8b3a-3a53-a4d1-528c52215ca1;pop/rock
35c4076d-8b3a-3a53-a4d1-528c52215ca1;dance-rock
35c4076d-8b3a-3a53-a4d1-528c52215ca1;alternative dance
35c4076d-8b3a-3a53-a4d1-528c52215ca1;alternative pop/rock
35c4076d-8b3a-3a53-a4d1-528c52215ca1;alternative/indie rock
016e21ca-2b06-4240-adaf-2f5fd161648d;alternative metal
1d217551-77fb-3fd9-b123-8269f1fc88a0;pop/rock
1d217551-77fb-3fd9-b123-8269f1fc88a0;r&b
1d217551-77fb-3fd9-b123-8269f1fc88a0;electronic
1d217551-77fb-3fd9-b123-8269f1fc88a0;club/dance
1d217551-77fb-3fd9-b123-8269f1fc88a0;dance-pop
1d217551-77fb-3fd9-b123-8269f1fc88a0;pop
1d217551-77fb-3fd9-b123-8269f1fc88a0;urban
1d217551-77fb-3fd9-b123-8269f1fc88a0;contemporary r&b
108db5aa-b447-3b13-bdb3-eee6d23d7b5f;downtempo
1956089d-589a-365d-9815-c3b2a6ccf3fb;pop/rock
1956089d-589a-365d-9815-c3b2a6ccf3fb;heavy metal
1956089d-589a-365d-9815-c3b2a6ccf3fb;rock
1956089d-589a-365d-9815-c3b2a6ccf3fb;alternative metal
03a40925-9012-36b8-87ef-3ca55389024a;country rock
00ddffdc-6d3c-33f7-bcb6-454051219cea;techno
016e21ca-2b06-4240-adaf-2f5fd161648d;post-hardcore
278b0bcd-cc73-3469-8641-e6a337c1a67c;post-modern electronic pop
016e21ca-2b06-4240-adaf-2f5fd161648d;emo
00ddffdc-6d3c-33f7-bcb6-454051219cea;80s
0a2da65c-dcff-3837-beb7-0dc1697870ee;genre
0a2da65c-dcff-3837-beb7-0dc1697870ee;metal
0a2da65c-dcff-3837-beb7-0dc1697870ee;alternative rock
06c205b3-b603-4d8a-9b56-a5997ff4bd55;indie
0a2da65c-dcff-3837-beb7-0dc1697870ee;pop/rock
0a2da65c-dcff-3837-beb7-0dc1697870ee;alternative metal
0a2da65c-dcff-3837-beb7-0dc1697870ee;heavy metal
0a2da65c-dcff-3837-beb7-0dc1697870ee;post-grunge
71052eca-058d-4d93-96b8-9f53f9f5fabe;downtempo
06569826-f324-3ea3-a3dc-1ceed3cf41d4;alternative
03c47206-afaa-3124-ae18-73ff4920113e;pop/rock
03c47206-afaa-3124-ae18-73ff4920113e;soft rock
03c47206-afaa-3124-ae18-73ff4920113e;holidays
03c47206-afaa-3124-ae18-73ff4920113e;adult contemporary
03c47206-afaa-3124-ae18-73ff4920113e;christmas
00898abe-528b-3922-b766-9984bd2346b0;pop/rock
00898abe-528b-3922-b766-9984bd2346b0;contemporary pop/rock
00898abe-528b-3922-b766-9984bd2346b0;college rock
00898abe-528b-3922-b766-9984bd2346b0;pop
00898abe-528b-3922-b766-9984bd2346b0;dance-rock
00898abe-528b-3922-b766-9984bd2346b0;alternative
00898abe-528b-3922-b766-9984bd2346b0;pop rock
00898abe-528b-3922-b766-9984bd2346b0;rock
0a2da65c-dcff-3837-beb7-0dc1697870ee;acoustic
0a2da65c-dcff-3837-beb7-0dc1697870ee;industrial metal
35936352-6e37-38ba-b708-c6de187f1a0e;rock
06ff86c1-347b-3da7-9e49-81cf465cff2b;soft rock
0e07d500-6ee4-35dc-9452-979f5b783d61;country
06ff86c1-347b-3da7-9e49-81cf465cff2b;adult contemporary
35936352-6e37-38ba-b708-c6de187f1a0e;pop/rock
35936352-6e37-38ba-b708-c6de187f1a0e;contemporary pop/rock
35936352-6e37-38ba-b708-c6de187f1a0e;album rock
35936352-6e37-38ba-b708-c6de187f1a0e;arena rock
0c2328eb-8ab6-3180-9853-f235c70eb1cc;ambient
34ec0d51-a020-3f2f-b708-f6b93b47bfd8;rock
34ec0d51-a020-3f2f-b708-f6b93b47bfd8;british rock
0c2328eb-8ab6-3180-9853-f235c70eb1cc;electronic
0c2328eb-8ab6-3180-9853-f235c70eb1cc;experimental
06ff86c1-347b-3da7-9e49-81cf465cff2b;pop/rock
06ff86c1-347b-3da7-9e49-81cf465cff2b;adult alternative pop/rock
06ff86c1-347b-3da7-9e49-81cf465cff2b;alternative/indie rock
06ff86c1-347b-3da7-9e49-81cf465cff2b;contemporary pop/rock
06ff86c1-347b-3da7-9e49-81cf465cff2b;album rock
1089675e-3645-3b05-bd69-8f714a45b2ef;alternative
2a829a89-d1f8-4786-a293-0eea4e4b15ee;indie rock
1649edfc-bb23-3c6e-b6d5-d06a41a59fff;rock
031b5f62-b231-3447-868e-4b9efb3bd212;classic rock
031b5f62-b231-3447-868e-4b9efb3bd212;hard rock
031b5f62-b231-3447-868e-4b9efb3bd212;rock
34ec0d51-a020-3f2f-b708-f6b93b47bfd8;alternative pop/rock
00f5fe6c-2c8c-33fa-8890-a26c87a11965;rap and hip hop
1089675e-3645-3b05-bd69-8f714a45b2ef;synth-pop
00f5fe6c-2c8c-33fa-8890-a26c87a11965;r b rap
00f5fe6c-2c8c-33fa-8890-a26c87a11965;death by gun
0c2328eb-8ab6-3180-9853-f235c70eb1cc;minimal
0390ce42-ba6d-3d28-a97f-80bbdc52d630;rock
00c332b8-5752-3018-b36e-1ab6129d3b55;rock
000e855d-2fe2-3ef9-a5a6-aea70fb9a73b;pop
093ae7db-0d82-3299-92bf-eea058b1c490;jazz
1f2c0032-db19-36cf-8f31-a5e6524ae01f;country
0e57a662-9f1c-3496-9ac5-52aac57046b8;folk
093ae7db-0d82-3299-92bf-eea058b1c490;disco
00398f89-1494-48f1-a402-392786bfe1c7;pop
00c332b8-5752-3018-b36e-1ab6129d3b55;pop/rock
00c332b8-5752-3018-b36e-1ab6129d3b55;album rock
00c332b8-5752-3018-b36e-1ab6129d3b55;contemporary pop/rock
00c332b8-5752-3018-b36e-1ab6129d3b55;soft rock
02f91c34-48a4-339c-a95c-f8095e0c202f;classic rock
051c513b-d7ca-3df5-b194-39a6a25ed232;downtempo
093ae7db-0d82-3299-92bf-eea058b1c490;r&b
02f91c34-48a4-339c-a95c-f8095e0c202f;glam
0e57a662-9f1c-3496-9ac5-52aac57046b8;folk-rock
015e2b37-910e-3c5c-ba5e-1be924ddee3d;pop/rock
015e2b37-910e-3c5c-ba5e-1be924ddee3d;heavy metal
1cc2b0d2-12a7-3647-a7bd-e7584fa1ad04;pop/rock
1cc2b0d2-12a7-3647-a7bd-e7584fa1ad04;alternative/indie rock
1cc2b0d2-12a7-3647-a7bd-e7584fa1ad04;alternative pop/rock
1b64a5fe-5def-370e-ad7f-11f03272e6d0;rap
1b64a5fe-5def-370e-ad7f-11f03272e6d0;southern rap
000e855d-2fe2-3ef9-a5a6-aea70fb9a73b;alternative rock
159104db-dfb2-3a4c-9a21-6c7e18b92cea;filk
00c332b8-5752-3018-b36e-1ab6129d3b55;classic rock
12f8f436-2b3c-326d-9366-084e8aa604fd;pop/rock
12f8f436-2b3c-326d-9366-084e8aa604fd;heavy metal
12f8f436-2b3c-326d-9366-084e8aa604fd;rap-metal
12f8f436-2b3c-326d-9366-084e8aa604fd;alternative metal
5bf399cf-ed92-3dc0-a9a2-246e02d80ce8;desi
015e2b37-910e-3c5c-ba5e-1be924ddee3d;speed metal
093ae7db-0d82-3299-92bf-eea058b1c490;r b soul
0390ce42-ba6d-3d28-a97f-80bbdc52d630;proto-punk
00c332b8-5752-3018-b36e-1ab6129d3b55;country-rock
015e2b37-910e-3c5c-ba5e-1be924ddee3d;hardcore
015e2b37-910e-3c5c-ba5e-1be924ddee3d;progressive metal
1cc2b0d2-12a7-3647-a7bd-e7584fa1ad04;neo-psychedelia
123dafe0-128d-3ee6-9e41-f6cc500416db;rock
409f57df-5baa-3f05-aa70-679809d0cd54;rock
2451b512-c226-34a3-9c53-45f3645abe75;rock
123dafe0-128d-3ee6-9e41-f6cc500416db;alternative rock
7d8e40e9-8810-39b8-a03c-8b6d155eecb1;pop/rock
